support_item_number,support_item_name,jurisdiction,price,unit,effective_start,effective_end,schedule,table
10_599_0133_5_3,Centre Capital Cost,Very Remote,$4.07,Each,2026-07-01,2027-06-30,Schedule 2: Accommodation and Capital Costs,Centre Capital Costs
01_250_0115_1_1,Short Term Accommodation - Participant Accommodation,National,$162.85,Day,2026-07-01,2027-06-30,Schedule 2: Accommodation and Capital Costs,Short Term Accommodation Participant and Worker Accommodation
01_250_0115_1_1,Short Term Accommodation - Participant Accommodation,Remote,$227.99,Day,2026-07-01,2027-06-30,Schedule 2: Accommodation and Capital Costs,Short Term Accommodation Participant and Worker Accommodation
01_250_0115_1_1,Short Term Accommodation - Participant Accommodation,Very Remote,$244.28,Day,2026-07-01,2027-06-30,Schedule 2: Accommodation and Capital Costs,Short Term Accommodation Participant and Worker Accommodation
01_251_0115_1_1,Short Term Accommodation - Support Worker Accommodation,National,$162.85,Day,2026-07-01,2027-06-30,Schedule 2: Accommodation and Capital Costs,Short Term Accommodation Participant and Worker Accommodation
01_251_0115_1_1,Short Term Accommodation - Support Worker Accommodation,Remote,$227.99,Day,2026-07-01,2027-06-30,Schedule 2: Accommodation and Capital Costs,Short Term Accommodation Participant and Worker Accommodation
01_251_0115_1_1,Short Term Accommodation - Support Worker Accommodation,Very Remote,$244.28,Day,2026-07-01,2027-06-30,Schedule 2: Accommodation and Capital Costs,Short Term Accommodation Participant and Worker Accommodation
01_082_0115_1_1,Medium Term Accommodation,National,$162.85,Day,2026-07-01,2027-06-30,Schedule 2: Accommodation and Capital Costs,Medium Term Accommodation
01_082_0115_1_1,Medium Term Accommodation,Remote,$227.99,Day,2026-07-01,2027-06-30,Schedule 2: Accommodation and Capital Costs,Medium Term Accommodation
01_082_0115_1_1,Medium Term Accommodation,Very Remote,$244.28,Day,2026-07-01,2027-06-30,Schedule 2: Accommodation and Capital Costs,Medium Term Accommodation
01_600_0114_1_1,Delivery of Health Supports by an Enrolled Nurse - Weekday Daytime,National,$103.44,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by an Enrolled Nurse
01_600_0114_1_1,Delivery of Health Supports by an Enrolled Nurse - Weekday Daytime,Remote,$144.82,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by an Enrolled Nurse
01_600_0114_1_1,Delivery of Health Supports by an Enrolled Nurse - Weekday Daytime,Very Remote,$155.16,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by an Enrolled Nurse
01_601_0114_1_1,Delivery of Health Supports by an Enrolled Nurse - Weekday Evening,National,$114.10,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by an Enrolled Nurse
01_601_0114_1_1,Delivery of Health Supports by an Enrolled Nurse - Weekday Evening,Remote,$159.74,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by an Enrolled Nurse
01_601_0114_1_1,Delivery of Health Supports by an Enrolled Nurse - Weekday Evening,Very Remote,$171.15,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by an Enrolled Nurse
01_602_0114_1_1,Delivery of Health Supports by an Enrolled Nurse - Saturday,National,$147.55,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by an Enrolled Nurse
01_602_0114_1_1,Delivery of Health Supports by an Enrolled Nurse - Saturday,Remote,$206.57,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by an Enrolled Nurse
01_602_0114_1_1,Delivery of Health Supports by an Enrolled Nurse - Saturday,Very Remote,$221.33,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by an Enrolled Nurse
01_603_0114_1_1,Delivery of Health Supports by an Enrolled Nurse - Sunday,National,$169.62,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by an Enrolled Nurse
01_603_0114_1_1,Delivery of Health Supports by an Enrolled Nurse - Sunday,Remote,$237.47,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by an Enrolled Nurse
01_603_0114_1_1,Delivery of Health Supports by an Enrolled Nurse - Sunday,Very Remote,$254.43,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by an Enrolled Nurse
01_604_0114_1_1,Delivery of Health Supports by an Enrolled Nurse - Public Holiday,National,$191.67,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by an Enrolled Nurse
01_604_0114_1_1,Delivery of Health Supports by an Enrolled Nurse - Public Holiday,Remote,$268.34,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by an Enrolled Nurse
01_604_0114_1_1,Delivery of Health Supports by an Enrolled Nurse - Public Holiday,Very Remote,$287.51,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by an Enrolled Nurse
01_605_0114_1_1,Delivery of Health Supports by an Enrolled Nurse - Weekday Night,National,$116.22,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by an Enrolled Nurse
01_605_0114_1_1,Delivery of Health Supports by an Enrolled Nurse - Weekday Night,Remote,$162.71,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by an Enrolled Nurse
01_605_0114_1_1,Delivery of Health Supports by an Enrolled Nurse - Weekday Night,Very Remote,$174.33,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by an Enrolled Nurse
15_400_0114_1_3,Delivery of Health Supports by an Enrolled Nurse - Weekday Daytime,National,$103.44,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by an Enrolled Nurse
15_400_0114_1_3,Delivery of Health Supports by an Enrolled Nurse - Weekday Daytime,Remote,$144.82,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by an Enrolled Nurse
15_400_0114_1_3,Delivery of Health Supports by an Enrolled Nurse - Weekday Daytime,Very Remote,$155.16,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by an Enrolled Nurse
15_401_0114_1_3,Delivery of Health Supports by an Enrolled Nurse - Weekday Evening,National,$114.10,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by an Enrolled Nurse
15_401_0114_1_3,Delivery of Health Supports by an Enrolled Nurse - Weekday Evening,Remote,$159.74,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by an Enrolled Nurse
15_401_0114_1_3,Delivery of Health Supports by an Enrolled Nurse - Weekday Evening,Very Remote,$171.15,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by an Enrolled Nurse
15_402_0114_1_3,Delivery of Health Supports by an Enrolled Nurse - Saturday,National,$147.55,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by an Enrolled Nurse
15_402_0114_1_3,Delivery of Health Supports by an Enrolled Nurse - Saturday,Remote,$206.57,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by an Enrolled Nurse
15_402_0114_1_3,Delivery of Health Supports by an Enrolled Nurse - Saturday,Very Remote,$221.33,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by an Enrolled Nurse
15_403_0114_1_3,Delivery of Health Supports by an Enrolled Nurse - Sunday,National,$169.62,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by an Enrolled Nurse
15_403_0114_1_3,Delivery of Health Supports by an Enrolled Nurse - Sunday,Remote,$237.47,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by an Enrolled Nurse
15_403_0114_1_3,Delivery of Health Supports by an Enrolled Nurse - Sunday,Very Remote,$254.43,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by an Enrolled Nurse
15_404_0114_1_3,Delivery of Health Supports by an Enrolled Nurse - Public Holiday,National,$191.67,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by an Enrolled Nurse
15_404_0114_1_3,Delivery of Health Supports by an Enrolled Nurse - Public Holiday,Remote,$268.34,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by an Enrolled Nurse
15_404_0114_1_3,Delivery of Health Supports by an Enrolled Nurse - Public Holiday,Very Remote,$287.51,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by an Enrolled Nurse
15_405_0114_1_3,Delivery of Health Supports by an Enrolled Nurse - Weekday Night,National,$116.22,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by an Enrolled Nurse
15_405_0114_1_3,Delivery of Health Supports by an Enrolled Nurse - Weekday Night,Remote,$162.71,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by an Enrolled Nurse
15_405_0114_1_3,Delivery of Health Supports by an Enrolled Nurse - Weekday Night,Very Remote,$174.33,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by an Enrolled Nurse
01_606_0114_1_1,Delivery of Health Supports by a Registered Nurse - Weekday Daytime,National,$128.05,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
01_606_0114_1_1,Delivery of Health Supports by a Registered Nurse - Weekday Daytime,Remote,$179.27,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
01_606_0114_1_1,Delivery of Health Supports by a Registered Nurse - Weekday Daytime,Very Remote,$192.08,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
01_607_0114_1_1,Delivery of Health Supports by a Registered Nurse - Weekday Evening,National,$141.27,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
01_607_0114_1_1,Delivery of Health Supports by a Registered Nurse - Weekday Evening,Remote,$197.78,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
01_607_0114_1_1,Delivery of Health Supports by a Registered Nurse - Weekday Evening,Very Remote,$211.91,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
01_608_0114_1_1,Delivery of Health Supports by a Registered Nurse - Saturday,National,$182.75,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
01_608_0114_1_1,Delivery of Health Supports by a Registered Nurse - Saturday,Remote,$255.85,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
01_608_0114_1_1,Delivery of Health Supports by a Registered Nurse - Saturday,Very Remote,$274.13,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
01_609_0114_1_1,Delivery of Health Supports by a Registered Nurse - Sunday,National,$210.09,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
01_609_0114_1_1,Delivery of Health Supports by a Registered Nurse - Sunday,Remote,$294.13,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
01_609_0114_1_1,Delivery of Health Supports by a Registered Nurse - Sunday,Very Remote,$315.14,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
01_610_0114_1_1,Delivery of Health Supports by a Registered Nurse - Public Holiday,National,$237.43,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
01_610_0114_1_1,Delivery of Health Supports by a Registered Nurse - Public Holiday,Remote,$332.40,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
01_610_0114_1_1,Delivery of Health Supports by a Registered Nurse - Public Holiday,Very Remote,$356.15,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
01_611_0114_1_1,Delivery of Health Supports by a Registered Nurse - Weekday Night,National,$143.90,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
01_611_0114_1_1,Delivery of Health Supports by a Registered Nurse - Weekday Night,Remote,$201.46,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
01_611_0114_1_1,Delivery of Health Supports by a Registered Nurse - Weekday Night,Very Remote,$215.85,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
15_406_0114_1_3,Delivery of Health Supports by a Registered Nurse - Weekday Daytime,National,$128.05,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
15_406_0114_1_3,Delivery of Health Supports by a Registered Nurse - Weekday Daytime,Remote,$179.27,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
15_406_0114_1_3,Delivery of Health Supports by a Registered Nurse - Weekday Daytime,Very Remote,$192.08,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
15_407_0114_1_3,Delivery of Health Supports by a Registered Nurse - Weekday Evening,National,$141.27,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
15_407_0114_1_3,Delivery of Health Supports by a Registered Nurse - Weekday Evening,Remote,$197.78,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
15_407_0114_1_3,Delivery of Health Supports by a Registered Nurse - Weekday Evening,Very Remote,$211.91,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
15_408_0114_1_3,Delivery of Health Supports by a Registered Nurse - Saturday,National,$182.75,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
15_408_0114_1_3,Delivery of Health Supports by a Registered Nurse - Saturday,Remote,$255.85,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
15_408_0114_1_3,Delivery of Health Supports by a Registered Nurse - Saturday,Very Remote,$274.13,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
